protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201505882;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;30/9/2015 a 4/10/2015;14/9/2015;1/10/2015;;55853
201505883;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;MARIANA PEREIRA DE ARAUJO;CIRCULARIZAÇÃO;NÃO;21/9/2015 a 25/9/2015;;;;55854
201505884;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;MARIANA PEREIRA DE ARAUJO;CIRCULARIZAÇÃO;NÃO;21/9/2015 a 25/9/2015;;;;55855
201505885;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;21/9/2015 a 25/9/2015;14/9/2015;;;55856
201505886;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;17/9/2015 a 21/9/2015;;;;55857
201505887;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;17/9/2015 a 21/9/2015;14/9/2015;18/9/2015;;55858
201505888;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;18/9/2015 a 22/9/2015;14/9/2015;;;55859
201505889;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;19/9/2015 a 23/9/2015;14/9/2015;;;55860
201505890;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);FERNANDA PORTELADA ESTEVES;CIRCULARIZAÇÃO;NÃO;10/11/2015 a 9/3/2016;;;;55861
201505891;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;11/9/2015 a 11/9/2015;11/9/2015;11/9/2015;25/10/2016;55862
201505892;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;14/9/2015 a 18/9/2015;;;;55863
201505893;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);FERNANDA PORTELADA ESTEVES;CIRCULARIZAÇÃO;NÃO;10/11/2015 a 9/3/2016;;;;55864
201505894;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;19/9/2015 a 23/9/2015;;;;55865
201505895;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/9/2015 a 22/9/2015;14/9/2015;18/9/2015;;55866
201505896;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/9/2015 a 22/9/2015;14/9/2015;18/9/2015;;55867
201505897;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/9/2015 a 22/9/2015;14/9/2015;;;55868
201505898;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;15/9/2015 a 19/9/2015;14/9/2015;18/9/2015;;55869
201505899;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;7/9/2015;11/9/2015;7/9/2015;7/9/2015;55870
201505900;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;8/9/2015;11/9/2015;8/9/2015;8/9/2015;55871
201505901;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/9/2015 a 22/9/2015;14/9/2015;;;55872
201505902;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/9/2015 a 22/9/2015;15/9/2015;;;55873
201505903;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;19/9/2015 a 23/9/2015;16/9/2015;21/9/2015;;55874
201505904;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;MARIANA PEREIRA DE ARAUJO;CIRCULARIZAÇÃO;NÃO;25/9/2015 a 29/9/2015;;;;55875
201505905;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;29/8/2015;11/9/2015;29/8/2015;27/11/2015;55876
201505906;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;29/8/2015;11/9/2015;29/8/2015;27/11/2015;55877
201505907;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;7/9/2015;11/9/2015;7/9/2015;15/9/2015;55878
201505908;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;28/8/2015;11/9/2015;28/8/2015;22/9/2015;55879
201505909;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;8/9/2015;11/9/2015;8/9/2015;23/9/2015;55880
201505910;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;8/9/2015;11/9/2015;8/9/2015;7/11/2015;55881
201505911;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;27/8/2015;11/9/2015;27/8/2015;27/8/2015;55882
201505912;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;28/8/2015;11/9/2015;28/8/2015;28/8/2015;55883
201505913;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;28/8/2015;11/9/2015;28/8/2015;28/8/2015;55884
201505914;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;28/8/2015;11/9/2015;28/8/2015;28/8/2015;55885
201505915;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;29/8/2015;11/9/2015;29/8/2015;29/8/2015;55886
201505916;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;30/8/2015;11/9/2015;30/8/2015;30/8/2015;55887
201505917;NORSKAN OFFSHORE LTDA.;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;20/11/2015 a 23/11/2015;21/9/2015;3/10/2015;;55888
201505918;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;29/8/2015;12/9/2015;29/8/2015;29/8/2015;55889
201505919;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;30/8/2015;12/9/2015;30/8/2015;30/8/2015;55890
201505920;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;30/8/2015;12/9/2015;30/8/2015;30/8/2015;55891
201505921;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;31/8/2015;12/9/2015;31/8/2015;31/8/2015;55892
201505922;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;9/9/2015;12/9/2015;9/9/2015;9/9/2015;55893
201505923;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;12/9/2015;10/9/2015;10/9/2015;55894
201505924;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;8/9/2015;12/9/2015;8/9/2015;8/9/2015;55895
201505925;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;7/9/2015;12/9/2015;7/9/2015;7/9/2015;55896
201505926;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;8/9/2015;12/9/2015;8/9/2015;8/9/2015;55897
201505927;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;9/9/2015;14/9/2015;9/9/2015;9/9/2015;55898
201505928;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;9/9/2015;14/9/2015;9/9/2015;9/10/2015;55899
201505929;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;11/9/2015;14/9/2015;11/9/2015;11/10/2015;55900
201505930;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;11/9/2015;14/9/2015;11/9/2015;11/10/2015;55901
201505931;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AGUARDANDO APROVAÇÃO DE AUTORIZAÇÃO;CAROLINA DIAS DA CUNHA;SOLICITAÇÃO;NÃO;13/11/2015 a 8/3/2016;23/9/2015;;;55902
201505932;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;25/9/2015 a 29/9/2015;14/9/2015;;;55903
201505933;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;22/9/2015 a 26/9/2015;15/9/2015;22/9/2015;;55904
201505934;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;30/8/2015;14/9/2015;30/8/2015;24/9/2015;55905
201505935;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;TEMPO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015;14/9/2015;14/9/2015;13/9/2016;55906
201505936;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;12/9/2015;14/9/2015;12/9/2015;28/9/2015;55907
201505937;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;13/11/2015 a 12/3/2016;;;;55908
201505938;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;13/11/2015 a 12/3/2016;;;;55909
201505939;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;10/9/2015 a 11/9/2015;14/9/2015;10/9/2015;25/9/2015;55910
201505940;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;VIAGEM;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/9/2015 a 22/9/2015;;;;55911
201505941;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO ANÁLISE DO CANCELAMENTO DO AFRETAMENTO;PAULO RICARDO CRISTIANO DA SILVA;CIRCULARIZAÇÃO;NÃO;19/9/2015 a 23/9/2015;15/9/2015;;;55912
201505942;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/9/2015 a 23/9/2015;15/9/2015;21/9/2015;22/9/2015;55913
201505943;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/9/2015 a 23/9/2015;15/9/2015;21/9/2015;22/9/2015;55914
201505944;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/9/2015 a 22/9/2015;15/9/2015;18/9/2015;19/9/2015;55915
201505945;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/9/2015 a 23/9/2015;15/9/2015;19/9/2015;4/10/2015;55916
201505946;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/9/2015 a 23/9/2015;15/9/2015;19/9/2015;29/9/2015;55917
201505947;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;20/9/2015 a 24/9/2015;15/9/2015;;;55918
201505948;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;20/9/2015 a 24/9/2015;15/9/2015;;;55919
201505949;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO APROVAÇÃO DE CERTIFICADO;CAROLINA DIAS DA CUNHA;CONFIRMAÇÃO;NÃO;20/9/2015 a 24/9/2015;15/9/2015;21/9/2015;;55920
201505950;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO ANÁLISE DO CANCELAMENTO DO AFRETAMENTO;SILVANA HELENA NAVARRO;CIRCULARIZAÇÃO;NÃO;20/9/2015 a 24/9/2015;15/9/2015;;;55921
201505951;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;30/9/2015;14/9/2015;30/9/2015;25/11/2015;55922
201505952;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;22/9/2015;30/9/2015;55923
201505953;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;15/9/2015;10/9/2015;10/9/2015;55924
201505954;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;15/9/2015;10/9/2015;10/9/2015;55925
201505955;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;15/9/2015;10/9/2015;10/9/2015;55926
201505956;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;15/9/2015;10/9/2015;10/9/2015;55927
201505957;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55928
201505958;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55929
201505959;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55930
201505960;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55931
201505961;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55932
201505962;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55933
201505963;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;15/9/2015;10/9/2015;10/9/2015;55934
201505964;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;21/9/2015;23/9/2015;55935
201505965;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;;;55936
201505966;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;8/9/2015;15/9/2015;8/9/2015;23/10/2015;55937
201505967;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;21/9/2015;23/9/2015;55938
201505968;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;21/9/2015;23/9/2015;55939
201505969;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;;;55940
201505970;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;22/9/2015;29/9/2015;55941
201505971;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;15/9/2015;22/9/2015;29/9/2015;55942
201505972;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;LONGO CURSO;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;25/9/2015 a 29/9/2015;15/9/2015;;;55943
201505973;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;15/9/2015;11/9/2015;11/9/2015;55944
201505974;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/9/2015 a 22/9/2015;16/9/2015;18/9/2015;;55945
201505975;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/9/2015 a 22/9/2015;16/9/2015;18/9/2015;;55946
201505976;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;21/9/2015 a 25/9/2015;16/9/2015;;;55947
201505977;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;SÉRGIO FERREIRA PAIS;FECHAMENTO;NÃO;20/9/2015 a 24/9/2015;16/9/2015;23/9/2015;28/9/2015;55948
201505978;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;31/8/2015;15/9/2015;31/8/2015;3/10/2015;55949
